city,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3 
guangzhou,2016-03-08,良,58,180,38,56,13,54,0.80,18
guangzhou,2016-03-09,优,45,188,29,44,9,47,0.99,6
guangzhou,2016-03-10,优,15,7,4,11,3,22,0.70,32
guangzhou,2016-03-11,优,37,34,24,35,6,26,0.67,45
guangzhou,2016-03-12,良,55,55,38,51,5,36,0.80,11
guangzhou,2016-03-13,优,38,35,24,37,7,41,1.17,3
guangzhou,2016-03-14,优,38,23,25,37,7,33,0.89,34
guangzhou,2016-03-15,良,67,75,48,71,11,49,1.13,15
guangzhou,2016-03-16,良,53,57,34,50,7,44,1.08,9
guangzhou,2016-03-17,优,49,54,33,46,6,50,1.42,6
guangzhou,2016-03-18,良,87,161,64,92,10,67,1.68,5
guangzhou,2016-03-19,良,68,102,47,76,10,52,1.33,3
guangzhou,2016-03-20,良,59,63,40,58,8,46,0.93,19
guangzhou,2016-03-21,优,42,46,27,40,9,53,1.10,27
guangzhou,2016-03-22,优,41,65,26,37,6,58,1.01,21
guangzhou,2016-03-23,优,34,35,20,32,6,52,1.16,18
guangzhou,2016-03-24,优,26,11,16,24,6,30,0.85,41
guangzhou,2016-03-25,良,55,118,33,57,11,36,0.76,71
guangzhou,2016-03-26,良,67,154,42,69,13,62,0.87,69
guangzhou,2016-03-27,良,64,115,40,64,14,47,0.86,78
guangzhou,2016-03-28,良,77,171,55,85,19,69,0.96,70
guangzhou,2016-03-29,良,97,283,72,116,23,92,1.21,54
guangzhou,2016-03-30,轻度污染,111,298,83,125,18,110,1.27,26
guangzhou,2016-03-31,中度污染,167,342,129,174,20,103,1.63,70
guangzhou,2016-04-01,轻度污染,144,346,109,129,21,83,1.35,42
guangzhou,2016-04-02,良,63,109,43,61,11,51,1.06,26
guangzhou,2016-04-03,良,59,206,41,57,10,49,1.05,14
guangzhou,2016-04-04,优,43,58,29,37,8,40,1.08,19
guangzhou,2016-04-05,优,46,65,28,43,9,46,1.04,17
guangzhou,2016-04-06,优,40,76,24,39,11,39,0.92,19
guangzhou,2016-04-07,优,47,102,29,44,11,39,0.88,15
guangzhou,2016-04-08,良,54,121,34,52,13,41,0.90,22
guangzhou,2016-04-09,优,49,105,32,48,11,41,0.88,10
guangzhou,2016-04-10,优,46,86,31,40,10,50,0.97,35
guangzhou,2016-04-11,良,51,86,31,49,12,44,1.05,30
guangzhou,2016-04-12,优,37,19,22,35,15,47,1.15,18
guangzhou,2016-04-13,良,54,90,35,54,13,68,1.26,21
guangzhou,2016-04-14,良,67,134,47,65,14,56,1.41,7
guangzhou,2016-04-15,优,48,58,32,48,11,44,1.03,6
guangzhou,2016-04-16,良,55,172,33,57,11,39,0.96,16
guangzhou,2016-04-17,优,50,124,31,50,13,30,0.91,9
guangzhou,2016-04-18,优,27,2,13,21,10,31,1.18,47
guangzhou,2016-04-19,优,49,48,30,49,13,57,1.20,32
guangzhou,2016-04-20,优,49,106,31,50,11,56,1.12,21
guangzhou,2016-04-21,良,61,153,43,58,11,55,1.11,7
guangzhou,2016-04-22,良,52,81,35,50,13,57,0.99,20
guangzhou,2016-04-23,良,61,192,42,58,14,65,1.06,18
guangzhou,2016-04-24,良,52,119,35,51,15,54,0.98,26
guangzhou,2016-04-25,良,51,100,32,49,13,45,0.91,31
guangzhou,2016-04-26,优,39,43,24,38,17,36,0.92,14
guangzhou,2016-04-27,优,48,80,28,45,9,38,1.00,51
guangzhou,2016-04-28,优,44,28,25,44,12,38,1.05,52
guangzhou,2016-04-29,良,68,124,49,73,13,46,1.01,64
guangzhou,2016-04-30,良,82,206,60,82,13,58,1.08,44
guangzhou,2016-05-01,良,52,56,35,46,10,39,1.02,45
guangzhou,2016-05-02,优,49,64,28,47,10,35,0.95,27
guangzhou,2016-05-03,优,44,49,26,41,8,34,0.86,23
guangzhou,2016-05-04,良,58,116,38,54,11,44,1.03,45
guangzhou,2016-05-05,优,40,36,23,39,7,26,0.75,22
guangzhou,2016-05-06,优,42,43,24,41,8,28,0.79,31
guangzhou,2016-05-07,优,45,83,25,45,10,40,0.85,25
guangzhou,2016-05-08,优,34,30,20,33,9,31,0.80,13
guangzhou,2016-05-09,优,36,30,20,35,8,29,0.77,22
guangzhou,2016-05-10,优,33,23,20,30,7,39,1.06,29
guangzhou,2016-05-11,良,55,71,25,41,7,36,1.05,84
guangzhou,2016-05-12,良,88,221,48,71,10,42,1.20,114
guangzhou,2016-05-13,良,79,266,46,76,14,51,1.07,77
guangzhou,2016-05-14,良,53,119,33,51,12,39,0.91,53
guangzhou,2016-05-15,良,52,189,25,45,12,34,0.86,48
guangzhou,2016-05-16,良,52,93,21,60,7,28,0.85,74
guangzhou,2016-05-17,良,72,167,45,83,11,48,0.93,62
guangzhou,2016-05-18,良,71,137,40,66,13,46,1.02,84
guangzhou,2016-05-19,良,52,50,31,53,13,45,0.85,52
guangzhou,2016-05-20,优,44,66,28,44,12,45,0.90,26
guangzhou,2016-05-21,优,30,23,15,26,8,30,0.93,39
guangzhou,2016-05-22,优,37,57,21,32,8,23,0.95,69
guangzhou,2016-05-23,优,45,99,26,41,9,28,0.88,82
guangzhou,2016-05-24,良,71,221,46,68,12,37,0.97,102
guangzhou,2016-05-25,良,94,303,37,62,11,33,0.83,112
guangzhou,2016-05-26,良,58,176,31,54,10,33,0.80,69
guangzhou,2016-05-27,优,33,44,15,32,6,22,0.64,31
guangzhou,2016-05-28,优,30,26,15,29,6,28,0.79,29
guangzhou,2016-05-29,优,49,120,27,50,10,38,0.94,28
guangzhou,2016-05-30,良,51,97,28,53,11,37,0.94,39
guangzhou,2016-05-31,优,41,67,20,39,9,23,0.71,44
guangzhou,2016-06-01,优,42,75,20,38,8,20,0.71,55
guangzhou,2016-06-02,优,47,117,21,41,8,21,0.71,68
guangzhou,2016-06-03,优,43,102,20,39,9,23,0.77,63
guangzhou,2016-06-04,优,41,76,20,39,7,44,0.88,31
guangzhou,2016-06-05,优,39,45,24,38,7,45,1.08,10
guangzhou,2016-06-06,良,71,227,42,56,8,45,1.11,76
guangzhou,2016-06-07,良,77,273,34,56,11,42,1.01,80
guangzhou,2016-06-08,优,40,53,23,39,9,36,0.89,45
guangzhou,2016-06-09,优,38,49,23,36,9,34,0.88,39
guangzhou,2016-06-10,优,38,71,21,34,7,28,0.80,41
guangzhou,2016-06-11,优,38,90,22,35,8,29,0.86,27
guangzhou,2016-06-12,优,38,91,21,37,8,33,0.89,27
guangzhou,2016-06-13,良,54,152,33,58,9,38,1.03,42
guangzhou,2016-06-14,优,45,94,25,43,7,30,0.80,41
guangzhou,2016-06-15,优,40,86,18,38,6,29,0.77,31
guangzhou,2016-06-16,优,39,70,20,34,5,30,0.71,52
guangzhou,2016-06-17,良,58,151,28,46,11,37,0.85,58
guangzhou,2016-06-18,优,33,57,16,31,7,25,0.71,32
guangzhou,2016-06-19,优,31,63,14,25,7,22,0.66,43
guangzhou,2016-06-20,优,38,110,17,34,9,26,0.61,47
guangzhou,2016-06-21,优,37,79,18,34,9,26,0.67,50
guangzhou,2016-06-22,优,38,82,19,37,9,30,0.66,47
guangzhou,2016-06-23,优,49,181,18,38,10,26,0.70,64
guangzhou,2016-06-24,良,54,252,20,37,9,25,0.66,70
guangzhou,2016-06-25,良,51,215,21,40,10,31,0.72,59
guangzhou,2016-06-26,优,40,96,17,36,9,24,0.64,50
guangzhou,2016-06-27,优,43,111,23,41,11,33,0.73,54
guangzhou,2016-06-28,优,46,128,23,46,10,40,0.87,10
guangzhou,2016-06-29,优,36,84,17,35,8,28,0.81,24
guangzhou,2016-06-30,优,29,57,13,28,6,29,0.75,24
guangzhou,2016-07-01,优,29,83,12,28,6,26,0.74,23
guangzhou,2016-07-02,优,31,74,15,30,6,23,0.75,29
guangzhou,2016-07-03,优,27,54,13,26,6,19,0.78,19
guangzhou,2016-07-04,优,23,22,12,22,7,21,0.76,19
guangzhou,2016-07-05,优,30,61,14,29,10,28,0.82,28
guangzhou,2016-07-06,优,37,112,19,37,10,36,0.88,27
guangzhou,2016-07-07,良,61,251,26,46,9,39,0.98,72
guangzhou,2016-07-08,良,66,282,41,59,13,42,1.00,64
guangzhou,2016-07-09,良,77,316,44,67,14,35,1.00,81
guangzhou,2016-07-10,优,44,113,27,41,7,26,0.88,69
guangzhou,2016-07-11,良,68,285,46,69,14,51,1.14,35
guangzhou,2016-07-12,优,31,50,17,29,8,35,0.81,17
guangzhou,2016-07-13,优,43,140,24,41,10,37,0.92,41
guangzhou,2016-07-14,优,36,98,20,35,11,35,0.85,24
guangzhou,2016-07-15,优,48,206,27,47,12,34,0.97,32
guangzhou,2016-07-16,优,43,125,23,41,9,30,0.84,33
guangzhou,2016-07-17,优,46,135,26,44,9,21,0.85,47
guangzhou,2016-07-18,优,37,82,19,35,7,19,0.73,41
guangzhou,2016-07-19,优,34,63,16,33,10,22,0.80,23
guangzhou,2016-07-20,优,32,66,15,31,8,20,0.70,30
guangzhou,2016-07-21,优,35,74,15,32,10,21,0.72,44
guangzhou,2016-07-22,良,53,192,20,38,11,23,0.74,72
guangzhou,2016-07-23,良,64,238,25,45,11,26,0.74,78
guangzhou,2016-07-24,良,84,319,30,52,13,30,0.77,98
guangzhou,2016-07-25,良,98,352,36,57,15,36,0.89,113
guangzhou,2016-07-26,良,56,177,23,39,13,33,0.75,60
guangzhou,2016-07-27,优,33,41,15,31,10,29,0.73,34
guangzhou,2016-07-28,良,61,180,27,51,13,33,0.80,64
guangzhou,2016-07-29,良,61,179,28,50,15,34,0.76,82
guangzhou,2016-07-30,良,78,281,37,64,19,48,0.92,70
guangzhou,2016-07-31,轻度污染,104,358,51,74,14,49,1.07,112
guangzhou,2016-08-01,良,69,296,42,63,14,39,0.92,66
guangzhou,2016-08-02,优,25,10,13,23,6,13,0.73,40
guangzhou,2016-08-03,优,29,46,15,25,8,27,0.80,35
guangzhou,2016-08-04,优,36,106,18,35,12,29,0.90,30
guangzhou,2016-08-05,良,54,230,28,47,8,41,0.99,68
guangzhou,2016-08-06,良,74,317,38,62,13,41,1.01,77
guangzhou,2016-08-07,良,73,335,46,70,14,40,1.00,75
guangzhou,2016-08-08,良,72,338,46,69,15,38,0.99,81
guangzhou,2016-08-09,良,78,337,54,88,16,63,1.16,54
guangzhou,2016-08-10,优,49,187,32,47,10,53,0.94,41
guangzhou,2016-08-11,良,56,239,34,55,13,41,0.90,71
guangzhou,2016-08-12,良,79,343,57,75,14,63,1.14,35
guangzhou,2016-08-13,良,56,239,33,52,12,37,0.90,64
guangzhou,2016-08-14,优,29,37,14,26,9,27,0.79,37
guangzhou,2016-08-15,优,21,9,9,19,8,24,0.67,32
guangzhou,2016-08-16,优,23,11,11,22,9,27,0.67,26
guangzhou,2016-08-17,优,18,3,8,16,9,19,0.59,32
guangzhou,2016-08-18,优,23,7,10,21,9,21,0.67,41
guangzhou,2016-08-19,优,38,91,18,37,13,27,0.67,48
guangzhou,2016-08-20,良,66,287,34,63,14,38,0.85,62
guangzhou,2016-08-21,良,68,265,42,68,17,44,0.95,72
guangzhou,2016-08-22,良,81,320,41,62,19,38,0.89,91
guangzhou,2016-08-23,良,85,324,41,67,20,48,0.85,93
guangzhou,2016-08-24,良,73,248,52,72,20,59,0.98,64
guangzhou,2016-08-25,轻度污染,124,362,67,91,19,53,1.05,122
guangzhou,2016-08-26,良,91,363,52,73,18,42,1.00,88
guangzhou,2016-08-27,优,40,74,26,37,9,35,1.04,47
guangzhou,2016-08-28,优,42,72,28,40,11,25,1.02,54
guangzhou,2016-08-29,良,75,301,40,61,12,30,0.94,108
guangzhou,2016-08-30,良,79,285,48,71,13,44,1.11,96
guangzhou,2016-08-31,轻度污染,102,347,66,88,15,37,1.15,120
guangzhou,2016-09-01,优,41,107,20,37,10,29,0.84,51
guangzhou,2016-09-02,优,40,77,23,38,11,41,0.90,18
guangzhou,2016-09-03,优,50,94,34,50,10,39,1.11,18
guangzhou,2016-09-04,良,58,137,39,60,11,41,1.06,45
guangzhou,2016-09-05,优,44,75,25,42,10,30,0.83,51
guangzhou,2016-09-06,优,46,121,28,45,13,40,0.94,37
guangzhou,2016-09-07,优,41,68,27,40,8,47,0.95,31
guangzhou,2016-09-08,良,53,135,35,54,11,51,0.99,32
guangzhou,2016-09-09,优,48,113,28,47,9,49,0.98,27
guangzhou,2016-09-10,优,36,79,20,35,12,36,0.82,10
guangzhou,2016-09-11,优,44,117,26,45,13,39,0.94,13
guangzhou,2016-09-12,优,35,52,16,28,7,30,0.75,51
guangzhou,2016-09-13,优,44,63,24,39,9,31,0.85,54
guangzhou,2016-09-14,优,49,104,27,45,11,34,0.75,67
guangzhou,2016-09-15,良,54,180,35,53,11,29,0.86,61
guangzhou,2016-09-16,优,44,142,28,41,8,21,0.77,55
guangzhou,2016-09-17,优,42,126,23,37,8,24,0.73,54
guangzhou,2016-09-18,优,30,40,15,29,8,22,0.59,47
guangzhou,2016-09-19,良,53,198,29,48,10,29,0.73,77
guangzhou,2016-09-20,良,58,194,39,64,10,34,0.79,82
guangzhou,2016-09-21,良,67,203,40,65,10,35,0.84,92
guangzhou,2016-09-22,良,71,203,46,73,12,43,0.89,92
guangzhou,2016-09-23,良,84,246,51,85,14,51,1.00,96
guangzhou,2016-09-24,良,92,271,45,75,15,51,0.86,102
guangzhou,2016-09-25,轻度污染,112,321,59,95,16,59,0.97,121
guangzhou,2016-09-26,轻度污染,123,351,76,117,20,60,1.12,111
guangzhou,2016-09-27,良,94,324,67,105,19,59,1.16,81
guangzhou,2016-09-28,良,73,337,50,79,10,28,0.91,85
guangzhou,2016-09-29,优,29,48,14,28,7,28,0.92,38
guangzhou,2016-09-30,优,25,14,13,24,6,37,0.97,11
guangzhou,2016-10-01,优,48,118,26,49,10,39,1.10,20
guangzhou,2016-10-02,优,39,92,21,38,9,30,0.89,31
guangzhou,2016-10-03,优,35,45,18,34,10,27,0.78,34
guangzhou,2016-10-04,优,45,96,26,45,11,33,0.89,40
guangzhou,2016-10-05,良,54,131,33,54,13,35,0.92,52
guangzhou,2016-10-06,良,53,139,35,52,10,26,0.91,59
guangzhou,2016-10-07,优,49,146,32,48,10,24,0.91,53
guangzhou,2016-10-08,优,34,70,20,32,11,20,0.85,45
guangzhou,2016-10-09,优,43,132,27,42,8,19,0.87,67
guangzhou,2016-10-10,良,51,157,29,47,7,21,0.74,86
guangzhou,2016-10-11,良,51,153,30,52,11,27,0.73,71
guangzhou,2016-10-12,优,47,108,30,45,7,29,0.76,51
guangzhou,2016-10-13,优,35,43,21,34,7,28,0.84,46
guangzhou,2016-10-14,优,37,38,21,36,7,27,0.76,44
guangzhou,2016-10-15,优,50,117,31,51,8,31,0.77,48
guangzhou,2016-10-16,优,50,84,32,50,9,28,0.76,52
guangzhou,2016-10-17,良,58,145,40,62,9,27,0.89,51
guangzhou,2016-10-18,优,35,37,24,32,4,25,0.89,17
guangzhou,2016-10-19,优,20,8,10,19,5,29,0.83,13
guangzhou,2016-10-20,优,38,79,21,37,6,35,0.98,32
guangzhou,2016-10-21,优,38,125,19,37,9,30,0.89,21
guangzhou,2016-10-22,良,61,299,40,66,13,50,1.16,42
guangzhou,2016-10-23,良,62,306,43,64,11,54,1.10,41
guangzhou,2016-10-24,优,47,179,31,47,10,38,0.94,24
guangzhou,2016-10-25,优,41,100,24,40,10,36,0.83,26
guangzhou,2016-10-26,良,56,199,36,59,12,49,0.84,53
guangzhou,2016-10-27,良,56,251,36,61,15,56,0.86,41
guangzhou,2016-10-28,良,66,315,45,76,13,64,1.01,54
guangzhou,2016-10-29,良,55,249,36,57,10,37,1.05,36
guangzhou,2016-10-30,优,36,70,22,35,7,25,0.87,47
guangzhou,2016-10-31,优,43,145,24,42,8,33,0.87,57
guangzhou,2016-11-01,优,31,39,15,27,7,22,0.80,56
guangzhou,2016-11-02,优,28,16,15,26,6,24,0.83,49
guangzhou,2016-11-03,优,36,26,20,34,8,29,0.73,56
guangzhou,2016-11-04,良,58,67,38,66,11,62,0.85,58
guangzhou,2016-11-05,轻度污染,120,255,81,131,20,108,1.18,94
guangzhou,2016-11-06,良,96,156,69,110,18,75,0.96,73
guangzhou,2016-11-07,良,79,186,52,91,16,75,0.88,65
guangzhou,2016-11-08,良,63,217,40,72,13,57,1.10,27
guangzhou,2016-11-09,优,29,57,16,28,8,32,0.99,28
guangzhou,2016-11-10,优,21,19,11,20,7,38,0.77,18
guangzhou,2016-11-11,优,37,38,22,37,8,39,0.78,15
guangzhou,2016-11-12,良,82,215,58,103,17,84,1.30,19
guangzhou,2016-11-13,轻度污染,101,236,74,131,19,91,1.63,26
guangzhou,2016-11-14,良,69,119,48,80,15,82,1.25,34
guangzhou,2016-11-15,良,90,219,65,106,18,96,1.15,97
guangzhou,2016-11-16,良,81,211,55,84,18,64,0.92,72
guangzhou,2016-11-17,良,91,220,67,105,16,83,1.14,59
guangzhou,2016-11-18,轻度污染,110,251,82,126,23,91,1.27,45
guangzhou,2016-11-19,良,93,218,68,109,19,79,1.14,35
guangzhou,2016-11-20,良,63,170,41,72,17,60,1.00,38
guangzhou,2016-11-21,优,44,117,25,47,10,49,0.86,17
guangzhou,2016-11-22,优,35,113,23,32,8,37,0.81,9
guangzhou,2016-11-23,优,18,20,8,16,7,28,0.84,16
guangzhou,2016-11-24,优,20,16,9,18,8,28,0.81,21
guangzhou,2016-11-25,优,26,30,14,24,7,34,0.84,13
guangzhou,2016-11-26,优,20,18,9,16,7,33,0.88,6
guangzhou,2016-11-27,优,33,29,16,32,10,40,0.80,42
guangzhou,2016-11-28,优,48,43,29,48,11,46,0.79,54
guangzhou,2016-11-29,良,59,89,39,66,13,59,0.85,35
guangzhou,2016-11-30,良,74,135,52,89,19,59,0.94,50
guangzhou,2016-12-01,良,86,172,63,96,16,55,0.97,55
guangzhou,2016-12-02,良,79,139,57,83,12,53,0.96,49
guangzhou,2016-12-03,良,74,102,54,81,11,62,1.03,30
guangzhou,2016-12-04,良,87,132,63,106,18,76,1.32,31
guangzhou,2016-12-05,良,96,189,71,112,18,68,1.33,43
guangzhou,2016-12-06,良,68,104,48,77,15,39,0.82,73
guangzhou,2016-12-07,良,83,107,60,96,17,66,0.91,74
guangzhou,2016-12-08,良,72,62,51,83,15,71,0.89,58
guangzhou,2016-12-09,良,76,106,54,94,14,90,1.11,45
guangzhou,2016-12-10,良,90,175,66,114,15,96,1.31,38
guangzhou,2016-12-11,良,90,172,66,106,16,79,1.12,61
guangzhou,2016-12-12,良,70,106,44,81,13,70,0.83,61
guangzhou,2016-12-13,良,81,198,58,99,13,78,1.14,24
guangzhou,2016-12-14,优,47,98,29,46,9,34,1.07,48
guangzhou,2016-12-15,优,39,35,24,37,9,32,1.02,57
guangzhou,2016-12-16,优,49,40,31,48,11,37,0.74,70
guangzhou,2016-12-17,良,58,48,38,63,13,68,0.80,46
guangzhou,2016-12-18,良,75,86,53,91,15,89,1.04,39
guangzhou,2016-12-19,良,80,84,54,94,15,97,1.13,54
guangzhou,2016-12-20,轻度污染,105,160,78,132,18,126,1.41,52
guangzhou,2016-12-21,轻度污染,104,212,78,130,14,110,1.41,24
guangzhou,2016-12-22,良,55,106,33,54,9,49,1.29,28
guangzhou,2016-12-23,优,50,75,33,51,9,46,1.32,48
guangzhou,2016-12-24,良,67,108,48,67,10,64,1.31,15
guangzhou,2016-12-25,良,61,147,42,69,10,61,1.18,12
guangzhou,2016-12-26,良,65,243,43,76,10,55,1.28,25
guangzhou,2016-12-27,优,33,33,16,31,9,27,0.95,37
guangzhou,2016-12-28,良,52,67,35,53,14,42,0.78,64
guangzhou,2016-12-29,良,53,63,34,52,13,48,0.73,61
guangzhou,2016-12-30,良,61,61,39,67,14,62,0.82,57
