city,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3 
xinganmeng,2019-11-14,优,26,21,16,24,6,11,0.29,48
xinganmeng,2019-11-15,优,23,9,14,20,5,10,0.26,48
xinganmeng,2019-11-16,良,51,95,35,52,11,22,0.65,31
xinganmeng,2019-11-17,优,46,78,29,45,8,19,0.50,31
xinganmeng,2019-11-18,优,28,32,9,28,3,4,0.18,58
xinganmeng,2019-11-19,优,20,8,10,16,3,5,0.23,62
xinganmeng,2019-11-20,优,37,42,22,38,9,17,0.51,35
xinganmeng,2019-11-21,良,82,280,55,92,25,33,1.57,16
xinganmeng,2019-11-22,轻度污染,115,326,85,139,14,29,1.32,28
xinganmeng,2019-11-23,优,31,24,15,31,4,7,0.19,50
xinganmeng,2019-11-24,优,24,23,14,23,4,8,0.23,49
xinganmeng,2019-11-25,优,32,140,15,32,22,13,0.59,36
xinganmeng,2019-11-26,优,41,140,19,44,7,12,0.39,39
xinganmeng,2019-11-27,优,25,35,14,22,3,7,0.20,51
xinganmeng,2019-11-28,优,40,162,24,39,9,21,0.62,34
xinganmeng,2019-11-29,优,49,157,31,48,10,22,0.67,33
xinganmeng,2019-11-30,优,41,81,25,40,13,13,0.53,40
xinganmeng,2019-12-01,优,23,20,13,20,9,8,0.25,61
xinganmeng,2019-12-02,优,20,6,12,18,4,5,0.20,55
xinganmeng,2019-12-03,优,25,16,16,22,6,6,0.23,53
xinganmeng,2019-12-04,优,28,26,18,26,5,8,0.26,44
xinganmeng,2019-12-05,优,24,15,13,21,5,6,0.22,55
xinganmeng,2019-12-06,优,24,15,12,23,9,8,0.32,56
xinganmeng,2019-12-07,优,33,24,20,32,13,19,0.48,45
xinganmeng,2019-12-08,良,59,96,39,61,11,28,0.83,25
xinganmeng,2019-12-09,良,88,189,65,82,12,26,0.85,29
xinganmeng,2019-12-10,良,65,89,47,64,10,24,0.74,35
xinganmeng,2019-12-11,良,77,157,57,68,7,20,0.58,36
xinganmeng,2019-12-12,优,26,12,15,25,14,15,0.46,42
xinganmeng,2019-12-13,优,24,9,14,23,6,11,0.28,48
xinganmeng,2019-12-14,优,30,17,16,31,8,13,0.46,43
xinganmeng,2019-12-15,优,45,70,29,46,10,22,0.59,37
xinganmeng,2019-12-16,优,50,89,32,56,10,28,0.86,26
xinganmeng,2019-12-17,优,27,24,15,26,5,6,0.23,58
xinganmeng,2019-12-18,优,37,89,23,36,11,19,0.55,42
xinganmeng,2019-12-19,优,25,34,16,22,15,9,0.28,49
xinganmeng,2019-12-20,优,31,57,17,31,11,16,0.45,38
xinganmeng,2019-12-21,优,42,106,24,45,16,17,0.59,43
xinganmeng,2019-12-22,良,58,157,40,56,10,24,0.75,25
xinganmeng,2019-12-23,良,85,233,62,86,11,26,0.97,21
xinganmeng,2019-12-24,良,83,229,60,85,16,30,1.18,19
xinganmeng,2019-12-25,轻度污染,115,294,86,102,13,26,1.00,32
xinganmeng,2019-12-26,良,55,183,40,45,10,23,0.82,43
xinganmeng,2019-12-27,轻度污染,114,325,85,95,16,38,1.63,16
xinganmeng,2019-12-28,良,98,263,72,88,13,30,1.25,22
xinganmeng,2019-12-29,良,69,132,42,78,11,16,0.53,51
xinganmeng,2019-12-30,良,68,156,50,56,9,20,0.79,40
xinganmeng,2019-12-31,优,24,14,15,20,8,10,0.33,52
xinganmeng,2018-01-01,优,39,16,22,32,9,10,0.76,39
xinganmeng,2018-01-02,优,30,10,7,15,6,4,0.40,61
xinganmeng,2018-01-03,优,36,41,11,22,9,10,0.58,57
xinganmeng,2018-01-04,优,30,69,9,18,6,8,0.45,58
xinganmeng,2018-01-05,优,33,37,7,15,5,4,0.35,64
xinganmeng,2018-01-06,优,33,59,7,15,12,6,0.33,65
xinganmeng,2018-01-07,优,33,64,7,14,12,7,0.39,66
xinganmeng,2018-01-08,优,32,45,7,18,9,4,0.34,63
xinganmeng,2018-01-09,优,35,18,16,24,8,9,0.49,52
xinganmeng,2018-01-10,优,37,32,19,31,9,10,0.53,46
xinganmeng,2018-01-11,优,36,29,16,28,12,12,0.57,54
xinganmeng,2018-01-12,良,52,82,30,48,20,20,1.06,40
xinganmeng,2018-01-13,良,75,116,51,86,16,20,1.19,30
xinganmeng,2018-01-14,良,88,149,64,87,14,23,1.23,32
xinganmeng,2018-01-15,优,31,2,12,23,13,11,0.56,48
xinganmeng,2018-01-16,优,43,9,29,40,14,14,0.80,44
xinganmeng,2018-01-17,优,42,8,24,36,9,12,0.58,51
xinganmeng,2018-01-18,优,35,5,16,27,12,13,0.63,55
xinganmeng,2018-01-19,优,33,4,13,23,10,9,0.49,58
xinganmeng,2018-01-20,优,30,3,12,17,11,5,0.38,60
xinganmeng,2018-01-21,优,32,9,9,14,8,5,0.33,64
xinganmeng,2018-01-22,优,31,8,9,15,10,4,0.33,60
xinganmeng,2018-01-23,优,31,3,11,15,7,3,0.34,62
xinganmeng,2018-01-24,优,38,29,16,25,12,11,0.59,58
xinganmeng,2018-01-25,优,44,138,24,34,14,15,0.71,50
xinganmeng,2018-01-26,优,33,42,12,16,11,9,0.52,60
xinganmeng,2018-01-27,优,38,75,7,19,9,3,0.34,72
xinganmeng,2018-01-28,优,34,46,6,15,11,3,0.35,67
xinganmeng,2018-01-29,优,35,38,7,12,11,6,0.42,70
xinganmeng,2018-01-30,优,36,16,12,25,10,10,0.58,61
xinganmeng,2018-01-31,优,36,31,16,26,12,13,0.61,57
xinganmeng,2018-02-01,优,33,5,10,16,8,5,0.36,66
xinganmeng,2018-02-02,优,41,18,17,28,8,8,0.52,63
xinganmeng,2018-02-03,良,51,65,32,45,13,17,0.87,41
xinganmeng,2018-02-04,良,52,48,33,51,15,18,0.96,40
xinganmeng,2018-02-05,优,46,42,26,43,11,13,0.79,42
xinganmeng,2018-02-06,优,48,42,31,48,14,19,0.98,33
xinganmeng,2018-02-07,良,51,37,31,49,15,15,1.02,37
xinganmeng,2018-02-08,优,46,10,19,46,17,12,0.79,56
xinganmeng,2018-02-09,优,48,11,20,49,11,8,0.60,57
xinganmeng,2018-02-10,优,38,6,9,25,10,4,0.34,69
xinganmeng,2018-02-11,优,36,6,7,13,8,3,0.34,72
xinganmeng,2018-02-12,优,37,7,8,13,7,3,0.36,72
xinganmeng,2018-02-13,优,37,4,12,22,10,8,0.46,62
xinganmeng,2018-02-14,优,36,5,9,16,6,3,0.34,73
xinganmeng,2018-02-15,优,37,1,14,28,20,5,0.53,69
xinganmeng,2018-02-16,优,40,4,12,27,8,2,0.31,73
xinganmeng,2018-02-17,优,36,5,11,16,10,4,0.39,68
xinganmeng,2018-02-18,优,35,4,9,14,9,4,0.37,71
xinganmeng,2018-02-19,优,40,38,9,15,10,3,0.34,80
xinganmeng,2018-02-20,优,40,41,13,19,11,2,0.35,79
xinganmeng,2018-02-21,优,35,36,12,17,14,5,0.47,69
xinganmeng,2018-02-22,优,34,57,12,19,10,5,0.56,64
xinganmeng,2018-02-23,优,35,56,17,26,8,5,0.54,64
xinganmeng,2018-02-24,优,35,11,12,20,13,6,0.52,64
xinganmeng,2018-02-25,优,39,37,21,38,10,6,0.59,59
xinganmeng,2018-02-26,良,78,213,56,78,10,10,0.67,70
xinganmeng,2018-02-27,良,69,175,48,64,12,11,0.86,62
xinganmeng,2018-02-28,良,53,121,31,53,15,10,0.76,67
xinganmeng,2018-03-01,优,44,39,20,27,6,5,0.39,84
xinganmeng,2018-03-02,优,43,32,17,29,15,9,0.54,78
xinganmeng,2018-03-03,良,51,67,27,51,10,10,0.49,86
xinganmeng,2018-03-04,优,42,46,14,20,13,18,0.39,84
xinganmeng,2018-03-05,优,43,91,11,14,8,13,0.33,85
xinganmeng,2018-03-06,优,42,95,11,17,7,14,0.43,80
xinganmeng,2018-03-07,优,35,57,20,27,12,8,0.80,62
xinganmeng,2018-03-08,优,36,55,12,16,13,5,0.51,70
xinganmeng,2018-03-09,优,41,19,21,37,20,8,0.64,77
xinganmeng,2018-03-10,良,68,121,48,59,14,12,0.72,92
xinganmeng,2018-03-11,良,54,41,30,46,10,11,0.79,61
xinganmeng,2018-03-12,良,63,91,44,71,15,14,0.82,71
xinganmeng,2018-03-13,良,77,170,49,66,13,12,0.72,104
xinganmeng,2018-03-14,良,53,73,32,47,9,10,0.73,81
xinganmeng,2018-03-15,优,44,42,7,15,6,3,0.29,86
xinganmeng,2018-03-16,优,42,35,12,26,15,7,0.67,74
xinganmeng,2018-03-17,优,50,97,18,37,12,9,0.65,68
xinganmeng,2018-03-18,优,46,95,12,27,8,6,0.59,87
xinganmeng,2018-03-19,优,50,133,23,40,9,9,0.60,78
xinganmeng,2018-03-20,良,73,276,50,74,9,10,0.74,77
xinganmeng,2018-03-21,良,68,252,42,63,11,13,0.82,71
xinganmeng,2018-03-22,良,76,182,48,72,10,13,0.91,71
xinganmeng,2018-03-23,优,47,12,9,21,6,5,0.40,91
xinganmeng,2018-03-24,良,62,59,32,64,10,16,0.72,65
xinganmeng,2018-03-25,良,77,161,47,85,8,17,0.78,65
xinganmeng,2018-03-26,轻度污染,101,247,54,129,11,14,0.90,84
xinganmeng,2018-03-27,轻度污染,134,340,34,217,8,9,0.75,84
xinganmeng,2018-03-28,良,54,50,12,38,3,3,0.27,94
xinganmeng,2018-03-29,优,46,35,10,24,7,5,0.39,85
xinganmeng,2018-03-30,良,55,63,27,54,9,11,0.75,72
xinganmeng,2018-03-31,良,60,96,42,61,9,12,0.71,90
xinganmeng,2018-04-01,良,78,148,27,105,7,7,0.46,87
xinganmeng,2018-04-02,良,95,228,23,123,6,4,0.35,88
xinganmeng,2018-04-03,优,44,17,8,22,4,3,0.32,85
xinganmeng,2018-04-04,优,43,26,11,21,5,5,0.39,83
xinganmeng,2018-04-05,良,54,118,29,55,7,9,0.60,78
xinganmeng,2018-04-05,良,54,118,29,55,7,9,0.60,78
xinganmeng,2018-04-06,优,44,32,13,28,4,4,0.37,88
xinganmeng,2018-04-07,优,47,26,6,15,4,5,0.38,92
xinganmeng,2018-04-08,优,50,27,11,25,6,7,0.43,93
xinganmeng,2018-04-09,良,59,46,27,58,9,15,0.68,75
xinganmeng,2018-04-10,良,65,64,38,74,12,17,0.76,69
xinganmeng,2018-04-11,优,50,37,12,30,3,5,0.30,96
xinganmeng,2018-04-12,良,57,92,23,43,3,13,0.53,86
xinganmeng,2018-04-13,轻度污染,104,350,61,122,5,25,1.71,56
xinganmeng,2018-04-14,优,45,95,18,36,3,8,0.42,73
xinganmeng,2018-04-15,优,49,74,9,22,4,12,0.40,85
xinganmeng,2018-04-16,良,81,185,35,109,6,26,0.74,54
xinganmeng,2018-04-17,良,77,134,37,101,4,19,0.56,75
xinganmeng,2018-04-18,良,58,33,29,64,9,21,0.73,72
xinganmeng,2018-04-19,优,48,16,15,33,4,8,0.35,90
xinganmeng,2018-04-20,良,55,53,26,54,9,14,0.67,81
xinganmeng,2018-04-21,优,49,58,16,22,3,11,0.34,89
xinganmeng,2018-04-22,优,45,103,18,34,5,25,0.52,60
xinganmeng,2018-04-23,优,50,152,22,48,4,29,0.54,58
xinganmeng,2018-04-24,优,49,140,15,38,8,21,0.67,71
xinganmeng,2018-04-25,优,43,57,6,20,10,12,0.42,87
xinganmeng,2018-04-26,良,54,80,11,37,3,8,0.35,94
xinganmeng,2018-04-27,优,46,47,12,35,8,18,0.60,72
xinganmeng,2018-04-28,良,55,52,14,51,4,12,0.41,87
xinganmeng,2018-04-29,良,62,88,18,70,6,13,0.45,70
xinganmeng,2018-04-30,良,51,85,13,48,4,18,0.46,63
xinganmeng,2018-05-01,优,50,88,13,47,7,12,0.44,80
xinganmeng,2018-05-02,优,39,20,12,32,4,15,0.37,70
xinganmeng,2018-05-03,优,43,24,10,37,4,15,0.43,75
xinganmeng,2018-05-04,良,52,67,16,46,32,17,0.59,74
xinganmeng,2018-05-05,良,59,163,17,65,5,6,0.32,91
xinganmeng,2018-05-06,优,46,113,10,43,10,9,0.60,82
xinganmeng,2018-05-07,优,42,69,12,37,3,10,0.35,82
xinganmeng,2018-05-08,优,50,100,15,46,9,15,0.52,73
xinganmeng,2018-05-09,良,58,129,12,45,5,16,0.61,84
xinganmeng,2018-05-10,良,56,104,13,40,5,10,0.50,99
xinganmeng,2018-05-11,良,53,95,16,46,5,14,0.56,88
xinganmeng,2018-05-12,良,64,174,31,68,4,10,0.58,103
xinganmeng,2018-05-13,良,56,97,20,48,8,11,0.97,106
xinganmeng,2018-05-14,良,72,167,24,77,5,13,0.73,109
xinganmeng,2018-05-15,良,71,225,31,87,15,20,1.22,106
xinganmeng,2018-05-16,良,52,131,17,43,3,14,0.54,84
xinganmeng,2018-05-17,优,43,56,11,38,5,22,0.53,63
xinganmeng,2018-05-18,良,54,100,14,46,3,17,0.44,78
xinganmeng,2018-05-19,良,58,192,10,38,4,12,0.34,104
xinganmeng,2018-05-20,良,67,312,12,49,5,8,0.35,121
xinganmeng,2018-05-21,良,65,299,13,47,4,7,0.36,119
xinganmeng,2018-05-22,优,48,133,9,30,5,7,0.31,88
xinganmeng,2018-05-23,优,48,76,9,50,7,11,0.55,65
xinganmeng,2018-05-24,良,55,97,17,52,9,16,0.44,70
xinganmeng,2018-05-25,优,41,53,10,29,14,14,0.67,72
xinganmeng,2018-05-26,优,49,114,11,37,6,17,0.46,76
xinganmeng,2018-05-27,优,38,38,7,14,3,9,0.33,72
xinganmeng,2018-05-28,优,28,2,9,14,2,14,0.36,57
xinganmeng,2018-05-29,良,55,104,12,24,3,11,0.35,101
xinganmeng,2018-05-30,优,44,65,17,29,11,25,0.74,67
xinganmeng,2018-05-31,良,56,125,14,33,10,19,0.37,104
xinganmeng,2018-06-01,良,56,118,14,39,12,18,0.49,97
xinganmeng,2018-06-02,良,73,195,13,45,11,17,0.44,122
xinganmeng,2018-06-03,轻度污染,128,336,43,181,15,9,0.69,95
xinganmeng,2018-06-04,优,43,53,11,28,12,7,0.53,85
xinganmeng,2018-06-05,优,39,46,12,18,4,5,0.29,78
xinganmeng,2018-06-06,优,40,48,10,20,3,8,0.39,80
xinganmeng,2018-06-07,优,47,86,13,25,2,7,0.27,92
xinganmeng,2018-06-08,优,44,101,12,25,8,11,0.41,84
xinganmeng,2018-06-09,优,37,61,14,22,12,18,0.50,71
xinganmeng,2018-06-10,优,48,86,20,29,5,17,0.49,84
xinganmeng,2018-06-11,良,58,129,26,34,4,14,0.77,94
xinganmeng,2018-06-12,优,46,67,16,11,4,13,0.51,89
xinganmeng,2018-06-13,良,59,174,13,21,3,11,0.33,112
xinganmeng,2018-06-14,良,51,121,19,31,4,12,0.56,95
xinganmeng,2018-06-15,优,48,107,16,26,5,9,0.40,97
xinganmeng,2018-06-16,良,56,139,17,33,4,8,0.42,98
xinganmeng,2018-06-17,优,35,19,7,18,4,12,0.36,71
xinganmeng,2018-06-18,优,50,114,19,29,4,6,0.35,83
xinganmeng,2018-06-19,优,35,50,7,12,3,9,0.36,70
xinganmeng,2018-06-20,优,34,40,5,13,3,7,0.26,65
xinganmeng,2018-06-21,优,38,80,7,17,3,8,0.28,79
xinganmeng,2018-06-22,优,44,140,13,30,3,14,0.36,77
xinganmeng,2018-06-23,优,41,119,11,23,2,7,0.35,83
xinganmeng,2018-06-24,优,36,91,9,23,3,12,0.57,68
xinganmeng,2018-06-25,优,44,145,27,33,3,11,0.70,74
xinganmeng,2018-06-26,良,59,265,36,45,3,10,0.65,93
xinganmeng,2018-06-27,优,31,63,12,12,4,9,0.47,52
xinganmeng,2018-06-28,优,27,22,8,15,2,9,0.48,55
xinganmeng,2018-06-29,优,35,48,11,17,3,11,0.49,74
xinganmeng,2018-06-30,优,43,126,15,24,3,15,0.72,79
xinganmeng,2018-07-01,良,77,302,23,43,5,11,0.91,135
xinganmeng,2018-07-02,良,68,291,24,39,6,10,1.20,122
xinganmeng,2018-07-03,良,64,281,24,40,5,12,1.18,115
xinganmeng,2018-07-04,良,55,222,16,18,3,9,0.72,100
xinganmeng,2018-07-05,优,32,49,15,20,3,7,0.39,58
xinganmeng,2018-07-06,优,31,73,13,20,2,7,0.40,62
xinganmeng,2018-07-07,优,30,72,18,27,4,11,0.53,52
xinganmeng,2018-07-08,优,44,215,23,33,3,8,0.53,73
xinganmeng,2018-07-09,良,51,269,26,37,3,8,0.84,88
xinganmeng,2018-07-10,良,62,328,43,59,3,7,0.65,81
xinganmeng,2018-07-11,良,55,257,34,46,5,9,0.47,70
xinganmeng,2018-07-12,优,43,177,19,29,4,6,0.51,86
xinganmeng,2018-07-13,优,42,164,8,21,4,10,0.46,79
xinganmeng,2018-07-14,优,37,121,10,27,4,10,0.41,67
xinganmeng,2018-07-15,优,32,79,13,27,4,13,0.46,61
xinganmeng,2018-07-16,良,55,246,36,49,3,12,1.00,56
xinganmeng,2018-07-17,优,42,149,23,35,6,10,0.74,70
xinganmeng,2018-07-18,优,45,158,25,33,5,6,0.44,76
xinganmeng,2018-07-19,优,45,152,24,39,6,10,0.48,79
xinganmeng,2018-07-20,良,56,215,21,28,5,6,0.47,98
xinganmeng,2018-07-21,良,76,306,53,66,8,6,0.69,79
xinganmeng,2018-07-22,优,39,69,15,23,6,9,0.44,78
xinganmeng,2018-07-23,优,39,89,14,28,5,12,0.38,72
xinganmeng,2018-07-24,优,38,94,20,37,5,7,0.43,53
xinganmeng,2018-07-25,优,35,65,14,19,3,5,0.35,64
xinganmeng,2018-07-26,优,32,50,15,29,3,10,0.51,41
xinganmeng,2018-07-27,优,40,108,16,35,5,11,0.54,54
xinganmeng,2018-07-28,优,42,100,18,36,4,7,0.42,71
xinganmeng,2018-07-29,优,45,113,22,34,5,7,0.41,87
xinganmeng,2018-07-30,优,42,112,16,28,3,5,0.34,82
xinganmeng,2018-07-31,优,33,53,14,23,2,7,0.30,64
xinganmeng,2018-08-01,优,34,51,12,26,5,9,0.37,63
xinganmeng,2018-08-02,优,41,121,16,28,5,8,0.42,78
xinganmeng,2018-08-03,优,48,199,24,38,7,7,0.84,88
xinganmeng,2018-08-04,优,26,26,13,14,2,4,0.31,50
xinganmeng,2018-08-05,优,31,30,14,16,3,6,0.31,61
xinganmeng,2018-08-06,优,28,20,17,24,3,9,0.35,46
xinganmeng,2018-08-07,优,32,41,17,24,4,10,0.35,57
xinganmeng,2018-08-08,优,35,45,13,28,5,11,0.41,53
xinganmeng,2018-08-09,优,33,18,11,28,2,8,0.36,50
xinganmeng,2018-08-10,优,32,31,12,25,3,6,0.30,55
xinganmeng,2018-08-11,优,31,40,12,25,5,8,0.44,53
xinganmeng,2018-08-12,优,32,36,13,31,2,7,0.32,47
xinganmeng,2018-08-13,优,30,42,15,30,3,10,0.38,50
xinganmeng,2018-08-14,优,28,50,16,25,3,6,0.30,46
xinganmeng,2018-08-15,优,30,44,15,27,2,5,0.29,54
xinganmeng,2018-08-16,优,34,74,16,31,5,9,0.38,44
xinganmeng,2018-08-17,优,30,52,13,28,3,8,0.33,55
xinganmeng,2018-08-18,优,35,71,13,28,2,8,0.37,60
xinganmeng,2018-08-19,优,41,133,11,33,4,13,0.82,70
xinganmeng,2018-08-20,优,46,171,22,45,3,9,0.52,75
xinganmeng,2018-08-21,优,43,83,14,22,2,9,0.35,69
xinganmeng,2018-08-22,优,28,8,13,21,2,10,0.33,47
xinganmeng,2018-08-23,优,33,17,13,31,3,12,0.37,49
xinganmeng,2018-08-25,优,35,45,12,10,2,3,0.31,78
xinganmeng,2018-08-27,优,38,66,14,28,3,12,0.51,67
xinganmeng,2018-08-29,优,31,61,14,23,2,6,0.30,58
xinganmeng,2018-08-31,优,33,99,13,30,2,11,0.37,41
xinganmeng,2018-09-02,优,32,84,7,12,5,4,0.59,67
xinganmeng,2018-09-03,优,23,15,9,13,2,7,0.56,45
xinganmeng,2018-09-04,优,23,17,7,13,2,2,0.20,43
xinganmeng,2018-09-05,优,21,18,8,14,1,4,0.23,39
xinganmeng,2018-09-06,优,35,68,12,27,2,7,0.21,58
xinganmeng,2018-09-07,优,26,24,9,20,1,5,0.29,48
xinganmeng,2018-09-08,优,30,49,13,23,2,8,0.26,41
xinganmeng,2018-09-09,优,30,24,12,26,5,10,0.49,40
xinganmeng,2018-09-10,优,40,79,16,38,4,13,0.61,60
xinganmeng,2018-09-11,良,61,251,29,52,4,8,0.57,109
xinganmeng,2018-09-12,优,46,147,19,33,3,10,0.42,68
xinganmeng,2018-09-13,优,31,51,13,27,3,14,0.40,45
xinganmeng,2018-09-14,优,31,44,14,27,4,16,0.58,42
xinganmeng,2018-09-15,优,27,26,11,17,4,5,0.29,52
xinganmeng,2018-09-16,优,28,52,9,20,6,10,0.38,51
xinganmeng,2018-09-17,优,28,75,13,26,5,15,0.32,41
xinganmeng,2018-09-18,优,35,141,14,32,3,16,0.44,40
xinganmeng,2018-09-19,优,40,154,15,37,5,17,0.70,45
xinganmeng,2018-09-20,良,56,276,20,54,5,13,0.78,73
xinganmeng,2018-09-21,优,29,31,12,28,3,12,0.34,32
xinganmeng,2018-09-22,优,21,6,11,19,2,7,0.27,33
xinganmeng,2018-09-23,优,20,8,12,16,2,7,0.28,30
xinganmeng,2018-09-24,优,27,49,12,22,2,9,0.32,34
xinganmeng,2018-09-25,优,39,114,19,40,3,17,0.42,30
xinganmeng,2018-09-26,优,46,215,18,52,4,22,0.51,30
xinganmeng,2018-09-27,优,44,151,16,40,4,14,0.54,52
xinganmeng,2018-09-28,优,44,137,19,43,3,12,0.62,54
xinganmeng,2018-09-29,优,21,2,12,18,2,9,0.35,35
xinganmeng,2018-09-30,优,21,4,14,15,2,12,0.31,35
xinganmeng,2018-10-01,优,34,67,17,27,2,14,0.41,42
xinganmeng,2018-10-02,优,30,20,16,24,3,15,0.29,45
xinganmeng,2018-10-03,优,37,44,19,35,4,19,0.38,37
xinganmeng,2018-10-04,优,39,41,18,35,4,16,0.53,49
xinganmeng,2018-10-05,优,46,50,23,43,5,14,0.43,75
xinganmeng,2018-10-06,优,31,23,11,26,4,9,0.24,46
xinganmeng,2018-10-07,优,27,8,11,25,6,10,0.38,36
xinganmeng,2018-10-08,优,21,4,9,17,2,5,0.20,35
xinganmeng,2018-10-09,优,25,15,11,23,2,7,0.25,33
xinganmeng,2018-10-10,优,39,102,16,41,2,11,0.39,35
xinganmeng,2018-10-11,优,40,106,20,40,4,22,0.47,31
xinganmeng,2018-10-12,优,45,87,23,45,5,27,0.61,29
xinganmeng,2018-10-13,优,40,45,17,39,6,25,0.63,39
xinganmeng,2018-10-14,优,40,79,16,39,2,12,0.28,44
xinganmeng,2018-10-15,优,34,93,15,30,3,17,0.35,33
xinganmeng,2018-10-16,优,45,143,24,53,5,21,0.52,24
xinganmeng,2018-10-17,良,53,188,31,56,5,25,0.59,23
xinganmeng,2018-10-18,优,48,167,28,49,5,28,0.55,27
xinganmeng,2018-10-19,良,58,250,32,67,6,31,0.68,31
xinganmeng,2018-10-20,良,51,170,27,56,5,29,0.58,29
xinganmeng,2018-10-21,良,60,214,32,68,6,29,0.71,37
xinganmeng,2018-10-22,良,97,313,57,127,11,27,0.97,51
xinganmeng,2018-10-23,良,52,164,25,60,4,16,0.41,41
xinganmeng,2018-10-24,优,47,113,26,50,4,21,0.49,28
xinganmeng,2018-10-25,良,57,139,30,63,11,26,1.09,16
xinganmeng,2018-10-26,良,56,184,21,56,4,13,0.41,25
xinganmeng,2018-10-27,优,26,16,11,19,2,3,0.30,49
xinganmeng,2018-10-28,优,29,35,12,24,2,4,0.44,43
xinganmeng,2018-10-29,优,30,48,15,28,3,9,0.47,40
xinganmeng,2018-10-30,优,26,22,10,20,2,6,0.32,49
xinganmeng,2018-10-31,优,29,19,14,23,3,10,0.40,50
xinganmeng,2018-11-01,优,41,40,22,42,6,19,0.62,43
xinganmeng,2018-11-02,优,48,77,24,50,12,22,0.70,41
xinganmeng,2018-11-03,良,52,109,26,56,4,15,0.48,41
xinganmeng,2018-11-04,优,38,66,18,38,4,11,0.41,37
xinganmeng,2018-11-05,优,47,163,26,48,11,17,0.91,25
xinganmeng,2018-11-06,优,34,93,16,31,6,10,0.39,42
xinganmeng,2018-11-07,优,47,199,24,48,12,17,0.69,33
xinganmeng,2018-11-08,良,69,301,43,83,21,30,0.97,22
xinganmeng,2018-11-09,良,59,214,37,63,5,14,0.46,41
xinganmeng,2018-11-10,优,45,84,27,48,5,17,0.52,42
xinganmeng,2018-11-11,良,61,186,38,72,7,22,0.73,27
xinganmeng,2018-11-12,良,64,203,43,72,9,23,0.88,22
xinganmeng,2018-11-13,良,62,207,40,68,7,20,0.78,29
xinganmeng,2018-11-14,良,73,233,52,76,8,16,0.61,39
xinganmeng,2018-11-15,优,31,48,17,21,3,5,0.24,56
xinganmeng,2018-11-16,优,32,85,17,29,12,12,0.92,45
xinganmeng,2018-11-17,优,46,213,29,51,7,19,0.70,32
xinganmeng,2018-11-18,良,54,197,35,55,6,21,0.77,20
xinganmeng,2018-11-19,优,38,93,23,38,7,12,0.52,43
xinganmeng,2018-11-20,优,35,50,22,34,6,12,0.46,42
xinganmeng,2018-11-21,优,35,59,17,33,7,10,0.43,44
xinganmeng,2018-11-22,优,33,42,16,29,6,10,0.34,49
xinganmeng,2018-11-23,优,46,54,26,50,10,21,0.68,34
xinganmeng,2018-11-24,优,47,60,27,52,9,20,0.69,34
xinganmeng,2018-11-25,优,37,21,19,38,7,13,0.50,46
xinganmeng,2018-11-26,良,80,149,25,106,7,7,0.37,51
xinganmeng,2018-11-27,优,42,28,15,44,4,4,0.37,54
xinganmeng,2018-11-28,优,32,11,17,29,5,6,0.33,48
xinganmeng,2018-11-29,优,33,8,20,32,5,11,0.39,38
xinganmeng,2018-11-30,优,37,14,18,36,5,9,0.36,39
xinganmeng,2018-12-01,优,47,50,19,50,8,11,0.55,39
xinganmeng,2018-12-02,轻度污染,110,232,46,146,16,15,0.99,52
xinganmeng,2018-12-03,优,47,54,22,52,4,3,0.23,51
xinganmeng,2018-12-04,优,29,19,16,26,6,6,0.38,47
xinganmeng,2018-12-05,优,33,33,19,31,9,12,0.44,44
xinganmeng,2018-12-06,优,29,50,16,22,3,4,0.27,57
xinganmeng,2018-12-07,优,29,75,15,24,3,4,0.26,56
xinganmeng,2018-12-08,优,33,115,14,22,3,4,0.27,65
xinganmeng,2018-12-09,良,55,195,34,54,9,17,0.69,48
xinganmeng,2018-12-10,良,85,259,61,86,17,30,1.49,17
xinganmeng,2018-12-11,良,70,208,48,72,9,24,1.08,23
xinganmeng,2018-12-12,良,65,145,44,68,10,26,1.07,19
xinganmeng,2018-12-13,优,50,84,34,43,6,16,0.58,38
xinganmeng,2018-12-14,优,44,68,27,45,9,14,0.57,41
xinganmeng,2018-12-15,优,49,81,29,49,11,14,0.53,36
xinganmeng,2018-12-16,优,39,40,22,37,10,13,0.56,49
xinganmeng,2018-12-17,优,36,14,17,34,6,12,0.46,51
xinganmeng,2018-12-18,优,36,20,21,32,9,16,0.60,46
xinganmeng,2018-12-19,优,50,56,32,52,9,25,0.97,33
xinganmeng,2018-12-20,良,55,74,38,56,9,24,1.41,29
xinganmeng,2018-12-21,良,64,136,44,62,9,25,1.29,18
xinganmeng,2018-12-28,优,31,46,15,28,7,6,0.22,50
xinganmeng,2018-12-29,优,40,109,15,39,3,6,0.24,52
xinganmeng,2018-12-30,良,58,193,37,58,9,20,0.62,38
xinganmeng,2018-12-31,良,73,245,53,70,13,31,1.05,23
xinganmeng,2017-01-01,优,48,23,31,48,16,29,0.96,28
xinganmeng,2017-01-02,优,37,8,23,30,19,18,0.66,43
xinganmeng,2017-01-03,优,32,5,18,28,14,18,0.65,44
xinganmeng,2017-01-04,良,61,56,42,54,15,32,1.32,33
xinganmeng,2017-01-05,良,69,106,47,66,13,26,1.20,26
xinganmeng,2017-01-06,良,80,195,57,79,17,38,1.37,21
